phase	phase_label	phase_priority	production_round	recommended_batch_size	visual_key	visual_label	slot	image_id	planned_src	asset_status	target_count	ready_count_before_phase2	remaining_need_before_phase2	image_class	priority	locality_requirement	subject_focus	slot_brief	must_have	avoid	people_policy	variant_rule	first_action
2	Pool-Diversifizierung: sichtbare Varianten je Visual Key bis target_count	p1_high_volume	round_01_first_variants	3	live_music_stage	Live-Musik & Bühne	04	live-music-stage-04	/assets/event-visuals/live-music-stage-04.webp	planned	7	1	6	symbolic_editorial	high	Symbolisches Premiumbild ist zulässig; keine konkrete Orts- oder Eventdokumentation behaupten.	Band, Open-Air-Konzert, Mikrofon, Bühnenlicht, Live-Musik und Konzertatmosphäre	Live-Musik & Bühne: Ruhige Fallback-Variante mit stärkerer Flächenwirkung, geeignet für viele Events dieses Visual Keys. Inhaltlicher Fokus: Band, Open-Air-Konzert, Mikrofon, Bühnenlicht, Live-Musik und Konzertatmosphäre	Bühne, Mikrofon, Instrument oder Licht | Live-Musik-Kontext | keine erkennbaren Künstler	Disco-/Clubklischee | Bandlogos | Festivalposter	Keine erkennbaren Performer, Sportler oder Einzelpersonen; anonyme Silhouetten oder Details bevorzugen.	Muss sichtbar verschieden vom Pilotbild und von bestehenden ready-Bildern desselben Visual Keys sein; keine Near-Duplicates.	Im Bildchat Pilotbild als Stilanker verwenden und nur die nächste kontrollierte Variantenrunde erzeugen.
2	Pool-Diversifizierung: sichtbare Varianten je Visual Key bis target_count	p1_high_volume	round_01_first_variants	3	live_music_stage	Live-Musik & Bühne	05	live-music-stage-05	/assets/event-visuals/live-music-stage-05.webp	planned	7	1	6	symbolic_editorial	high	Symbolisches Premiumbild ist zulässig; keine konkrete Orts- oder Eventdokumentation behaupten.	Band, Open-Air-Konzert, Mikrofon, Bühnenlicht, Live-Musik und Konzertatmosphäre	Live-Musik & Bühne: Lebendigere Variante mit Eventgefühl, aber ohne erkennbare Personen, Logos, Plakate oder lesbare Schrift. Inhaltlicher Fokus: Band, Open-Air-Konzert, Mikrofon, Bühnenlicht, Live-Musik und Konzertatmosphäre	Bühne, Mikrofon, Instrument oder Licht | Live-Musik-Kontext | keine erkennbaren Künstler	Disco-/Clubklischee | Bandlogos | Festivalposter	Keine erkennbaren Performer, Sportler oder Einzelpersonen; anonyme Silhouetten oder Details bevorzugen.	Muss sichtbar verschieden vom Pilotbild und von bestehenden ready-Bildern desselben Visual Keys sein; keine Near-Duplicates.	Im Bildchat Pilotbild als Stilanker verwenden und nur die nächste kontrollierte Variantenrunde erzeugen.
2	Pool-Diversifizierung: sichtbare Varianten je Visual Key bis target_count	p1_high_volume	round_01_first_variants	3	textile_machines_industry	Textilmaschinen & Industriekultur	02	textile-machines-industry-02	/assets/event-visuals/textile-machines-industry-02.webp	planned	8	1	7	local_sensitive_detail	high	Lokale oder regional plausible Atmosphäre bevorzugen; keine falsche konkrete Bocholt-Ortsbehauptung erzeugen.	Spinnerei, Weberei, Maschinen, TextilWerk-Führungen und Industriekultur	Textilmaschinen & Industriekultur: Detailorientierte Variante mit Materialität, Vordergrundfokus und weichem Kontext im Hintergrund. Inhaltlicher Fokus: Spinnerei, Weberei, Maschinen, TextilWerk-Führungen und Industriekultur	Maschinen-/Weberei-/Spinnerei-Bezug | TextilWerk- oder Industriekultur-Anmutung | starke Materialität	Theater- oder Konzertbild nur wegen Location | sterile Technikaufnahme | erkennbare Personen im Fokus	Personen vermeiden oder nur anonym/angeschnitten zeigen; keine identifizierbaren Gesichter.	Muss sichtbar verschieden vom Pilotbild und von bestehenden ready-Bildern desselben Visual Keys sein; keine Near-Duplicates.	Im Bildchat Pilotbild als Stilanker verwenden und nur die nächste kontrollierte Variantenrunde erzeugen.
2	Pool-Diversifizierung: sichtbare Varianten je Visual Key bis target_count	p1_high_volume	round_01_first_variants	3	textile_machines_industry	Textilmaschinen & Industriekultur	03	textile-machines-industry-03	/assets/event-visuals/textile-machines-industry-03.webp	planned	8	1	7	local_sensitive_detail	high	Lokale oder regional plausible Atmosphäre bevorzugen; keine falsche konkrete Bocholt-Ortsbehauptung erzeugen.	Spinnerei, Weberei, Maschinen, TextilWerk-Führungen und Industriekultur	Textilmaschinen & Industriekultur: Atmosphärische Kontextvariante mit lokaler oder regional plausibler Umgebung, ohne konkrete falsche Ortsbehauptung. Inhaltlicher Fokus: Spinnerei, Weberei, Maschinen, TextilWerk-Führungen und Industriekultur	Maschinen-/Weberei-/Spinnerei-Bezug | TextilWerk- oder Industriekultur-Anmutung | starke Materialität	Theater- oder Konzertbild nur wegen Location | sterile Technikaufnahme | erkennbare Personen im Fokus	Personen vermeiden oder nur anonym/angeschnitten zeigen; keine identifizierbaren Gesichter.	Muss sichtbar verschieden vom Pilotbild und von bestehenden ready-Bildern desselben Visual Keys sein; keine Near-Duplicates.	Im Bildchat Pilotbild als Stilanker verwenden und nur die nächste kontrollierte Variantenrunde erzeugen.
2	Pool-Diversifizierung: sichtbare Varianten je Visual Key bis target_count	p1_high_volume	round_01_first_variants	3	textile_machines_industry	Textilmaschinen & Industriekultur	04	textile-machines-industry-04	/assets/event-visuals/textile-machines-industry-04.webp	planned	8	1	7	local_sensitive_detail	high	Lokale oder regional plausible Atmosphäre bevorzugen; keine falsche konkrete Bocholt-Ortsbehauptung erzeugen.	Spinnerei, Weberei, Maschinen, TextilWerk-Führungen und Industriekultur	Textilmaschinen & Industriekultur: Ruhige Fallback-Variante mit stärkerer Flächenwirkung, geeignet für viele Events dieses Visual Keys. Inhaltlicher Fokus: Spinnerei, Weberei, Maschinen, TextilWerk-Führungen und Industriekultur	Maschinen-/Weberei-/Spinnerei-Bezug | TextilWerk- oder Industriekultur-Anmutung | starke Materialität	Theater- oder Konzertbild nur wegen Location | sterile Technikaufnahme | erkennbare Personen im Fokus	Personen vermeiden oder nur anonym/angeschnitten zeigen; keine identifizierbaren Gesichter.	Muss sichtbar verschieden vom Pilotbild und von bestehenden ready-Bildern desselben Visual Keys sein; keine Near-Duplicates.	Im Bildchat Pilotbild als Stilanker verwenden und nur die nächste kontrollierte Variantenrunde erzeugen.
2	Pool-Diversifizierung: sichtbare Varianten je Visual Key bis target_count	p1_high_volume	round_01_first_variants	3	textile_machines_industry	Textilmaschinen & Industriekultur	05	textile-machines-industry-05	/assets/event-visuals/textile-machines-industry-05.webp	planned	8	1	7	local_sensitive_detail	high	Lokale oder regional plausible Atmosphäre bevorzugen; keine falsche konkrete Bocholt-Ortsbehauptung erzeugen.	Spinnerei, Weberei, Maschinen, TextilWerk-Führungen und Industriekultur	Textilmaschinen & Industriekultur: Lebendigere Variante mit Eventgefühl, aber ohne erkennbare Personen, Logos, Plakate oder lesbare Schrift. Inhaltlicher Fokus: Spinnerei, Weberei, Maschinen, TextilWerk-Führungen und Industriekultur	Maschinen-/Weberei-/Spinnerei-Bezug | TextilWerk- oder Industriekultur-Anmutung | starke Materialität	Theater- oder Konzertbild nur wegen Location | sterile Technikaufnahme | erkennbare Personen im Fokus	Personen vermeiden oder nur anonym/angeschnitten zeigen; keine identifizierbaren Gesichter.	Muss sichtbar verschieden vom Pilotbild und von bestehenden ready-Bildern desselben Visual Keys sein; keine Near-Duplicates.	Im Bildchat Pilotbild als Stilanker verwenden und nur die nächste kontrollierte Variantenrunde erzeugen.
2	Pool-Diversifizierung: sichtbare Varianten je Visual Key bis target_count	p1_high_volume	round_02_expand_pool	3	textile_machines_industry	Textilmaschinen & Industriekultur	06	textile-machines-industry-06	/assets/event-visuals/textile-machines-industry-06.webp	planned	8	1	7	local_sensitive_detail	high	Lokale oder regional plausible Atmosphäre bevorzugen; keine falsche konkrete Bocholt-Ortsbehauptung erzeugen.	Spinnerei, Weberei, Maschinen, TextilWerk-Führungen und Industriekultur	Textilmaschinen & Industriekultur: Nahbare Editorial-Variante mit glaubwürdigen Oberflächen, natürlichem Licht und nicht überladener Szene. Inhaltlicher Fokus: Spinnerei, Weberei, Maschinen, TextilWerk-Führungen und Industriekultur	Maschinen-/Weberei-/Spinnerei-Bezug | TextilWerk- oder Industriekultur-Anmutung | starke Materialität	Theater- oder Konzertbild nur wegen Location | sterile Technikaufnahme | erkennbare Personen im Fokus	Personen vermeiden oder nur anonym/angeschnitten zeigen; keine identifizierbaren Gesichter.	Muss sichtbar verschieden vom Pilotbild und von bestehenden ready-Bildern desselben Visual Keys sein; keine Near-Duplicates.	Im Bildchat Pilotbild als Stilanker verwenden und nur die nächste kontrollierte Variantenrunde erzeugen.
2	Pool-Diversifizierung: sichtbare Varianten je Visual Key bis target_count	p1_high_volume	round_02_expand_pool	3	textile_machines_industry	Textilmaschinen & Industriekultur	07	textile-machines-industry-07	/assets/event-visuals/textile-machines-industry-07.webp	planned	8	1	7	local_sensitive_detail	high	Lokale oder regional plausible Atmosphäre bevorzugen; keine falsche konkrete Bocholt-Ortsbehauptung erzeugen.	Spinnerei, Weberei, Maschinen, TextilWerk-Führungen und Industriekultur	Textilmaschinen & Industriekultur: Saison- und wetterrobuste Variante, die auch außerhalb eines konkreten Einzeltermins plausibel wirkt. Inhaltlicher Fokus: Spinnerei, Weberei, Maschinen, TextilWerk-Führungen und Industriekultur	Maschinen-/Weberei-/Spinnerei-Bezug | TextilWerk- oder Industriekultur-Anmutung | starke Materialität	Theater- oder Konzertbild nur wegen Location | sterile Technikaufnahme | erkennbare Personen im Fokus	Personen vermeiden oder nur anonym/angeschnitten zeigen; keine identifizierbaren Gesichter.	Muss sichtbar verschieden vom Pilotbild und von bestehenden ready-Bildern desselben Visual Keys sein; keine Near-Duplicates.	Im Bildchat Pilotbild als Stilanker verwenden und nur die nächste kontrollierte Variantenrunde erzeugen.
2	Pool-Diversifizierung: sichtbare Varianten je Visual Key bis target_count	p1_high_volume	round_03_close_large_pool	3	textile_machines_industry	Textilmaschinen & Industriekultur	08	textile-machines-industry-08	/assets/event-visuals/textile-machines-industry-08.webp	planned	8	1	7	local_sensitive_detail	high	Lokale oder regional plausible Atmosphäre bevorzugen; keine falsche konkrete Bocholt-Ortsbehauptung erzeugen.	Spinnerei, Weberei, Maschinen, TextilWerk-Führungen und Industriekultur	Textilmaschinen & Industriekultur: Premium-Reservevariante mit eigenständiger Komposition, damit Feed-Wiederholungen reduziert werden. Inhaltlicher Fokus: Spinnerei, Weberei, Maschinen, TextilWerk-Führungen und Industriekultur	Maschinen-/Weberei-/Spinnerei-Bezug | TextilWerk- oder Industriekultur-Anmutung | starke Materialität	Theater- oder Konzertbild nur wegen Location | sterile Technikaufnahme | erkennbare Personen im Fokus	Personen vermeiden oder nur anonym/angeschnitten zeigen; keine identifizierbaren Gesichter.	Muss sichtbar verschieden vom Pilotbild und von bestehenden ready-Bildern desselben Visual Keys sein; keine Near-Duplicates.	Im Bildchat Pilotbild als Stilanker verwenden und nur die nächste kontrollierte Variantenrunde erzeugen.
2	Pool-Diversifizierung: sichtbare Varianten je Visual Key bis target_count	p2_core_pool	round_01_first_variants	3	city_tour_history	Stadtführung & historischer Rundgang	01	city-walk-01	/assets/event-visuals/city-walk-01.webp	usable	6	1	5	local_sensitive_detail	high	Lokale oder regional plausible Atmosphäre bevorzugen; keine falsche konkrete Bocholt-Ortsbehauptung erzeugen.	Stadtführungen, Rundgänge, Kiepenkerl, Nachtwächter und lokale Entdeckung	Stadtführung & historischer Rundgang: Breites, card-taugliches Hauptmotiv mit klarer Bildwelt und ruhiger Premium-Komposition. Inhaltlicher Fokus: Stadtführungen, Rundgänge, Kiepenkerl, Nachtwächter und lokale Entdeckung	Stadtraum oder Architekturdetail | Rundgang-/Führungsgefühl | Bocholt-/Regionsplausibilität	Postkartenkitsch | Fantasy-Altstadt | falsche Sehenswürdigkeit	Personen vermeiden oder nur anonym/angeschnitten zeigen; keine identifizierbaren Gesichter.	Muss sichtbar verschieden vom Pilotbild und von bestehenden ready-Bildern desselben Visual Keys sein; keine Near-Duplicates.	Im Bildchat Pilotbild als Stilanker verwenden und nur die nächste kontrollierte Variantenrunde erzeugen.
2	Pool-Diversifizierung: sichtbare Varianten je Visual Key bis target_count	p2_core_pool	round_01_first_variants	3	city_tour_history	Stadtführung & historischer Rundgang	01	city-tour-history-01	/assets/event-visuals/city-tour-history-01.webp	planned	6	1	5	local_sensitive_detail	high	Lokale oder regional plausible Atmosphäre bevorzugen; keine falsche konkrete Bocholt-Ortsbehauptung erzeugen.	Stadtführungen, Rundgänge, Kiepenkerl, Nachtwächter und lokale Entdeckung	Stadtführung & historischer Rundgang: Breites, card-taugliches Hauptmotiv mit klarer Bildwelt und ruhiger Premium-Komposition. Inhaltlicher Fokus: Stadtführungen, Rundgänge, Kiepenkerl, Nachtwächter und lokale Entdeckung	Stadtraum oder Architekturdetail | Rundgang-/Führungsgefühl | Bocholt-/Regionsplausibilität	Postkartenkitsch | Fantasy-Altstadt | falsche Sehenswürdigkeit	Personen vermeiden oder nur anonym/angeschnitten zeigen; keine identifizierbaren Gesichter.	Muss sichtbar verschieden vom Pilotbild und von bestehenden ready-Bildern desselben Visual Keys sein; keine Near-Duplicates.	Im Bildchat Pilotbild als Stilanker verwenden und nur die nächste kontrollierte Variantenrunde erzeugen.
2	Pool-Diversifizierung: sichtbare Varianten je Visual Key bis target_count	p2_core_pool	round_01_first_variants	3	city_tour_history	Stadtführung & historischer Rundgang	02	city-tour-history-02	/assets/event-visuals/city-tour-history-02.webp	planned	6	1	5	local_sensitive_detail	high	Lokale oder regional plausible Atmosphäre bevorzugen; keine falsche konkrete Bocholt-Ortsbehauptung erzeugen.	Stadtführungen, Rundgänge, Kiepenkerl, Nachtwächter und lokale Entdeckung	Stadtführung & historischer Rundgang: Detailorientierte Variante mit Materialität, Vordergrundfokus und weichem Kontext im Hintergrund. Inhaltlicher Fokus: Stadtführungen, Rundgänge, Kiepenkerl, Nachtwächter und lokale Entdeckung	Stadtraum oder Architekturdetail | Rundgang-/Führungsgefühl | Bocholt-/Regionsplausibilität	Postkartenkitsch | Fantasy-Altstadt | falsche Sehenswürdigkeit	Personen vermeiden oder nur anonym/angeschnitten zeigen; keine identifizierbaren Gesichter.	Muss sichtbar verschieden vom Pilotbild und von bestehenden ready-Bildern desselben Visual Keys sein; keine Near-Duplicates.	Im Bildchat Pilotbild als Stilanker verwenden und nur die nächste kontrollierte Variantenrunde erzeugen.
2	Pool-Diversifizierung: sichtbare Varianten je Visual Key bis target_count	p2_core_pool	round_01_first_variants	3	city_tour_history	Stadtführung & historischer Rundgang	03	city-tour-history-03	/assets/event-visuals/city-tour-history-03.webp	planned	6	1	5	local_sensitive_detail	high	Lokale oder regional plausible Atmosphäre bevorzugen; keine falsche konkrete Bocholt-Ortsbehauptung erzeugen.	Stadtführungen, Rundgänge, Kiepenkerl, Nachtwächter und lokale Entdeckung	Stadtführung & historischer Rundgang: Atmosphärische Kontextvariante mit lokaler oder regional plausibler Umgebung, ohne konkrete falsche Ortsbehauptung. Inhaltlicher Fokus: Stadtführungen, Rundgänge, Kiepenkerl, Nachtwächter und lokale Entdeckung	Stadtraum oder Architekturdetail | Rundgang-/Führungsgefühl | Bocholt-/Regionsplausibilität	Postkartenkitsch | Fantasy-Altstadt | falsche Sehenswürdigkeit	Personen vermeiden oder nur anonym/angeschnitten zeigen; keine identifizierbaren Gesichter.	Muss sichtbar verschieden vom Pilotbild und von bestehenden ready-Bildern desselben Visual Keys sein; keine Near-Duplicates.	Im Bildchat Pilotbild als Stilanker verwenden und nur die nächste kontrollierte Variantenrunde erzeugen.
